epoch, accuracy, loss, val_accuracy, val_loss
0, 0.8931111097335815, 0.34941866993904114, 0.965399980545044, 0.11501280218362808
1, 0.9698444604873657, 0.09908580780029297, 0.9742000102996826, 0.08406902849674225
2, 0.9781333208084106, 0.07323992997407913, 0.977400004863739, 0.0764475092291832
3, 0.9821777939796448, 0.060001637786626816, 0.9789999723434448, 0.07338394224643707
4, 0.9849777817726135, 0.05060809850692749, 0.982200026512146, 0.0642087385058403
5, 0.9871333241462708, 0.04344536364078522, 0.9850000143051147, 0.056973595172166824
6, 0.9888666868209839, 0.037124574184417725, 0.9850000143051147, 0.05548059567809105
7, 0.9906444549560547, 0.032354965806007385, 0.9865999817848206, 0.05328452214598656
8, 0.9920444488525391, 0.028216205537319183, 0.9879999756813049, 0.052531030029058456
9, 0.9932888746261597, 0.024923253804445267, 0.9879999756813049, 0.05055394023656845
10, 0.9940444231033325, 0.021974196657538414, 0.9872000217437744, 0.05127549543976784
11, 0.9947555661201477, 0.01985780894756317, 0.9872000217437744, 0.0516304150223732
12, 0.9952889084815979, 0.017597176134586334, 0.9873999953269958, 0.05431636795401573
13, 0.9960444569587708, 0.015386374667286873, 0.9860000014305115, 0.05673239752650261
14, 0.996577799320221, 0.013199487701058388, 0.9864000082015991, 0.059376124292612076
15, 0.9971110820770264, 0.011571576818823814, 0.9869999885559082, 0.056891486048698425
16, 0.9976000189781189, 0.009981051087379456, 0.9873999953269958, 0.05682937800884247
17, 0.9979555606842041, 0.008636264130473137, 0.9873999953269958, 0.05541776120662689
18, 0.9980888962745667, 0.007873034104704857, 0.9878000020980835, 0.057459913194179535
19, 0.9982444643974304, 0.006967515684664249, 0.9873999953269958, 0.05980997160077095
20, 0.998533308506012, 0.0059907627291977406, 0.9882000088691711, 0.059468310326337814
21, 0.9985111355781555, 0.005892941728234291, 0.9883999824523926, 0.06432090699672699
22, 0.9989110827445984, 0.004947499372065067, 0.9865999817848206, 0.07059211283922195
23, 0.9990444183349609, 0.004204179160296917, 0.9876000285148621, 0.06762008368968964
24, 0.9993333220481873, 0.003489886177703738, 0.9882000088691711, 0.06708876043558121
25, 0.9994221925735474, 0.0031385694164782763, 0.9886000156402588, 0.06824707984924316
26, 0.9994666576385498, 0.002804764313623309, 0.9883999824523926, 0.06681183725595474
27, 0.9996222257614136, 0.002445481950417161, 0.9882000088691711, 0.07017785310745239
28, 0.9997333288192749, 0.0020496584475040436, 0.9886000156402588, 0.07044735550880432
29, 0.999822199344635, 0.0018348717130720615, 0.9887999892234802, 0.07273342460393906
30, 0.999822199344635, 0.0015884384047240019, 0.9890000224113464, 0.07105660438537598
31, 0.9997777938842773, 0.0014917785301804543, 0.9891999959945679, 0.07401800900697708
32, 0.9998000264167786, 0.0014939821558073163, 0.9887999892234802, 0.07216338813304901
33, 0.9998666644096375, 0.0011709874961525202, 0.9891999959945679, 0.07318264245986938
34, 0.9999111294746399, 0.0009426507167518139, 0.9887999892234802, 0.07382820546627045
35, 0.9999333620071411, 0.0008042139816097915, 0.9890000224113464, 0.07411334663629532
36, 0.9999555349349976, 0.0006755359936505556, 0.9887999892234802, 0.07451245933771133
37, 0.9999777674674988, 0.0005872088950127363, 0.9886000156402588, 0.07490555942058563
38, 0.9999777674674988, 0.0005306965904310346, 0.9883999824523926, 0.0757383480668068
39, 0.9999777674674988, 0.0004907144466415048, 0.9886000156402588, 0.07620450854301453
40, 0.9999777674674988, 0.0004563158145174384, 0.9890000224113464, 0.07656416296958923
41, 1.0, 0.0004105817642994225, 0.9887999892234802, 0.07680374383926392
42, 1.0, 0.00037595079629682004, 0.9887999892234802, 0.07726158201694489
43, 1.0, 0.0003446175542194396, 0.9891999959945679, 0.07752744108438492
44, 1.0, 0.0003188358386978507, 0.9891999959945679, 0.0779908299446106
45, 1.0, 0.00029773038113489747, 0.9891999959945679, 0.07815885543823242
46, 1.0, 0.00027947520720772445, 0.9891999959945679, 0.07833592593669891
47, 1.0, 0.0002655932621564716, 0.9891999959945679, 0.07827489078044891
48, 1.0, 0.00024839790421538055, 0.9891999959945679, 0.07843460142612457
49, 1.0, 0.00023500762472394854, 0.9891999959945679, 0.07861728221178055
